Ticker, Title, Link, Holding, Weight
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Canadian Natural Resources Ltd,0.0269
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,TC Energy Corp,0.0236
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Suncor Energy Inc,0.0221
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,BCE Inc,0.0209
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Canadian Imperial Bank of Commerce,0.0207
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Nutrien Ltd,0.0198
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Shopify Inc,0.0189
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Manulife Financial Corp,0.0157
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Alimentation Couche-Tard Inc,0.0156
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Waste Connections Inc,0.0152
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Barrick Gold Corp,0.0144
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,TELUS Corp,0.0143
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Constellation Software Inc,0.014
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Sun Life Financial Inc,0.0125
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Franco-Nevada Corp,0.0119
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,Intact Financial Corp,0.0119
XIC,iShares Core S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XIC,National Bank of Canada,0.0106
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Apple Inc,0.0686
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Microsoft Corp,0.0612
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Amazon.com Inc,0.031
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Alphabet Inc,0.0218
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Alphabet Inc,0.02
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Tesla Inc,0.0188
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Berkshire Hathaway Inc,0.0154
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,UnitedHealth Group Inc,0.0147
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Johnson & Johnson,0.0143
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,NVIDIA Corp,0.0121
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Meta Platforms Inc,0.012
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Exxon Mobil Corp,0.011
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Procter & Gamble Co,0.0107
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,JPMorgan Chase & Co,0.0103
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Visa Inc,0.0102
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Pfizer Inc,0.0091
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,The Home Depot Inc,0.009
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Chevron Corp,0.0086
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Mastercard Inc,0.0085
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,AbbVie Inc,0.0082
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Eli Lilly and Co,0.0079
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Coca-Cola Co,0.0075
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,PepsiCo Inc,0.0072
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Merck & Co Inc,0.0072
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged) - CAD,https://etfmarket.neo.inc/en/fund/XSP,Bank of America Corp,0.0069
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Royal Bank of Canada,0.0622
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,The Toronto-Dominion Bank,0.0584
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Enbridge Inc,0.0392
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Bank of Nova Scotia,0.0342
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Canadian Natural Resources Ltd,0.0323
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Brookfield Asset Management Inc,0.0309
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Bank of Montreal,0.0304
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Canadian National Railway Co,0.0287
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Canadian Pacific Railway Ltd,0.0278
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Suncor Energy Inc,0.0243
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,TC Energy Corp,0.0238
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Nutrien Ltd,0.0226
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Canadian Imperial Bank of Commerce,0.0208
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,BCE Inc,0.0207
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Shopify Inc,0.0179
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Alimentation Couche-Tard Inc,0.0158
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Barrick Gold Corp,0.0153
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Manulife Financial Corp,0.015
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,TELUS Corp,0.0144
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Waste Connections Inc,0.0139
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Constellation Software Inc,0.013
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Cenovus Energy Inc,0.0123
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Sun Life Financial Inc,0.012
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,Franco-Nevada Corp,0.0113
ZCN,BMO S&P/TSX Capped Composite Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZCN,National Bank of Canada,0.0108
VFV,Vanguard S&P 500 Index ETF - CAD,https://etfmarket.neo.inc/en/fund/VFV,Vanguard S&P 500 ETF,0.9999
VFV,Vanguard S&P 500 Index ETF - CAD,https://etfmarket.neo.inc/en/fund/VFV,S+p500 Emini Fut Jun22 Xcme 20220617,0.0001
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 0.5%,0.0141
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 1.5%,0.0137
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of),0.0131
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 1.5%,0.0129
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Ontario (Province Of) 2.6%,0.0108
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 1.25%,0.0107
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of),0.0105
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 1.5%,0.0102
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 0.5%,0.01
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 2.5%,0.0099
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 2.25%,0.0095
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 1.5%,0.0093
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Quebec (Province Of) 3.5%,0.0093
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada Housing Trust No.1 2.9%,0.0089
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of),0.0087
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 2.25%,0.0084
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Ontario (Province Of) 3.45%,0.0082
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Ontario (Province Of) 3.5%,0.008
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 0.25%,0.0075
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of),0.0073
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada Housing Trust No.1 1.95%,0.0073
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Canada (Government of) 2.25%,0.0073
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Ontario (Province Of) 2.9%,0.0072
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Ontario (Province Of) 2.65%,0.0071
ZAG,BMO Aggregate Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZAG,Quebec (Province Of) 3.1%,0.0071
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,iShares Core MSCI EAFE ETF,0.1109
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Nestle SA,0.0203
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Roche Holding AG,0.0141
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,ASML Holding NV,0.0141
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Shell PLC,0.0135
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,AstraZeneca PLC,0.0121
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Novartis AG,0.0118
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Novo Nordisk A/S Class B,0.011
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,LVMH Moet Hennessy Louis Vuitton SE,0.0105
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Toyota Motor Corp,0.0104
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,BHP Group Ltd,0.0094
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,TotalEnergies SE,0.0088
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,HSBC Holdings PLC,0.0081
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Commonwealth Bank of Australia,0.0075
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,AIA Group Ltd,0.0073
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Unilever PLC,0.0073
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Sanofi SA,0.0072
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Sony Group Corp,0.007
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,GSK PLC,0.0065
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Diageo PLC,0.0064
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,BP PLC,0.0064
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,SAP SE,0.0062
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,Siemens AG,0.006
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,British American Tobacco PLC,0.0057
ZEA,BMO MSCI EAFE Index ETF - CAD,https://etfmarket.neo.inc/en/fund/ZEA,CSL Ltd,0.0055
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Nestle SA,0.0202
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,iShares Core MSCI EAFE ETF,0.0197
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Roche Holding AG,0.0143
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,AstraZeneca PLC,0.0125
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Shell PLC,0.0114
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Novo Nordisk A/S Class B,0.0113
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Novartis AG,0.0113
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,ASML Holding NV,0.0111
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,LVMH Moet Hennessy Louis Vuitton SE,0.0105
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Toyota Motor Corp,0.01
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,BHP Group Ltd,0.0082
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,AIA Group Ltd,0.008
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,HSBC Holdings PLC,0.0079
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,TotalEnergies SE,0.0076
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Unilever PLC,0.0072
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Sanofi SA,0.007
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,GSK PLC,0.0067
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Commonwealth Bank of Australia,0.0066
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Sony Group Corp,0.0063
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,Diageo PLC,0.0059
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,CSL Ltd,0.0058
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,SAP SE,0.0057
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,BP PLC,0.0055
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,British American Tobacco PLC,0.0054
XEF,iShares Core MSCI EAFE IMI Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XEF,L'Oreal SA,0.0051
VUN,Vanguard U.S. Total Market Index ETF - CAD,https://etfmarket.neo.inc/en/fund/VUN,Vanguard Total Stock Market ETF,1
XBB,iShares Canadian Universe Bond Index ETF - CAD,https://etfmarket.neo.inc/en/fund/XBB,Canada (Government of) 1.5%,0.0151
